response A record, cluster size
0.36.247.104,1
0.31.3.52,1
0.31.20.240,5
0.30.247.141,2
0.31.0.214,1
0.30.246.102,1
0.10.68.214,21
0.30.253.252,2
0.10.85.223,60
0.30.246.164,6
129.121.30.193,6
0.27.125.196,3
0.31.4.101,2
0.31.3.55,1
0.36.243.128,1
0.36.254.108,4
0.30.252.129,8
0.36.250.203,1
0.14.80.180,4
0.30.249.207,1
0.31.7.105,1
0.30.242.150,1
0.37.84.192,1
0.30.246.68,2
0.30.243.17,5
0.31.7.230,2
0.31.3.128,1
0.30.252.37,1
0.31.2.159,1
0.31.1.30,5
0.19.55.119,3
0.31.70.184,1
0.31.26.118,1
0.31.7.18,11
0.31.78.238,1
0.31.53.252,2
0.31.0.69,1
0.30.254.105,3
0.31.6.191,3
0.31.2.37,1
0.38.4.175,2
0.31.23.146,1
0.31.0.34,1
0.30.251.73,1
0.31.1.42,1
0.31.24.74,3
0.31.19.217,1
35.71.188.61,4
52.223.29.44,4
0.31.13.139,2
0.31.6.205,10
0.31.58.21,1
0.31.21.240,1
0.31.83.141,1
0.31.9.46,1
162.241.24.95,4
0.31.34.73,1
0.37.36.66,3
0.31.121.110,1
0.37.26.187,2
0.31.43.198,1
0.31.54.216,1
0.8.227.18,1
0.31.132.78,5
0.16.157.49,10
0.13.6.76,6
162.144.18.123,6
0.12.160.245,49
0.31.6.247,37
0.38.20.231,7
0.37.60.179,2
0.31.20.136,1
0.31.36.236,1
0.31.11.149,1
162.241.219.29,6
0.37.27.221,1
0.31.22.79,1
0.31.63.118,1
0.37.27.210,1
0.31.29.86,1
3.20.231.219,1
0.31.33.159,4
0.31.32.126,3
0.8.176.196,5
0.31.31.46,1
0.31.83.77,1
0.37.29.21,1
0.31.65.226,1
0.26.50.111,22
0.37.32.86,1
0.31.104.22,2
0.37.42.99,1
0.31.23.74,1
50.6.152.41,3
0.31.51.206,1
0.28.144.208,19
0.31.23.42,11
0.31.16.139,59
0.31.94.124,1
85.156.128.147,1
0.31.182.205,1
0.31.22.156,5
0.31.18.177,1
0.31.20.190,1
0.31.24.129,2
0.31.37.46,1
0.16.130.150,11
0.30.104.71,7
0.37.63.226,1
0.31.39.72,1
0.31.30.162,1
0.31.38.82,1
0.31.0.207,4
0.36.95.140,8
0.31.40.0,1
140.120.94.28,1
0.31.40.140,1
0.22.149.203,1
0.21.157.153,16
0.31.44.228,2
0.31.41.172,1
0.17.170.252,16
0.31.49.254,17
192.168.1.69,1
0.38.47.105,3
0.31.36.71,3
0.31.47.192,1
182.155.72.140,1
0.31.33.135,9
0.31.39.110,1
50.116.94.81,6
0.31.42.125,1
0.37.78.59,1
0.33.57.117,1
0.31.39.97,1
0.31.50.67,1
0.37.83.56,7
0.31.51.99,1
0.12.114.16,6
0.37.84.2,1
0.8.193.196,22
117.52.142.108,1
108.179.243.151,7
0.31.51.209,1
0.31.55.99,5
0.37.212.233,1
0.31.52.143,3
0.31.47.75,13
0.31.47.240,1
0.31.44.126,3
0.31.48.147,2
0.31.140.245,1
0.31.46.126,2
174.138.79.64,1
0.31.47.141,8
41.79.182.173,4
0.24.201.219,17
0.31.48.70,1
0.31.89.95,9
88.36.255.25,1
0.31.45.42,3
0.31.61.150,2
50.87.253.131,7
0.38.65.183,1
0.38.65.147,1
50.116.93.169,8
0.31.126.74,1
0.29.206.160,9
0.31.143.20,6
0.31.156.30,1
0.31.52.90,1
0.31.46.94,2
0.24.107.94,5
0.31.65.60,1
162.241.253.78,7
0.31.52.24,1
0.31.47.82,2
0.37.84.208,1
0.31.67.40,1
0.31.53.176,2
0.31.61.192,1
0.31.42.161,1
0.12.233.60,2
0.31.51.37,1
0.31.97.176,1
0.31.132.169,7
0.31.149.136,1
0.31.61.43,3
0.18.62.97,13
0.31.53.84,2
0.31.59.191,3
0.31.66.188,2
0.31.46.183,140
0.31.73.238,1
0.31.81.97,1
0.31.62.168,5
91.183.59.249,1
0.37.203.144,1
0.31.70.139,2
83.110.81.108,1
0.31.79.144,1
0.31.55.113,3
0.31.73.34,14
0.14.169.46,4
0.31.66.239,2
0.19.110.199,9
208.74.208.92,1
0.31.72.15,3
0.31.54.93,3
0.38.18.209,1
0.31.64.109,4
0.17.219.173,19
0.31.61.226,3
0.37.117.143,1
0.31.71.230,1
0.31.97.208,1
0.31.64.96,1
0.31.86.251,1
0.31.67.0,1
0.31.82.70,1
0.36.40.200,13
103.5.141.8,1
0.31.74.244,5
0.31.81.183,2
0.19.38.171,5
0.31.68.169,1
0.37.101.215,1
0.31.81.238,1
0.31.80.15,1
0.31.70.181,1
0.31.66.70,2
0.31.87.35,1
0.38.94.11,1
0.31.69.233,4
131.106.237.220,1
0.19.76.168,3
0.31.73.12,2
0.31.97.185,1
0.8.206.189,25
192.168.3.2,1
0.31.76.223,9
0.31.147.126,1
0.37.118.205,1
0.31.83.118,1
0.31.87.39,1
0.13.37.48,2
0.31.78.52,3
0.31.77.254,2
0.31.80.132,4
0.37.125.154,1
0.31.237.232,1
0.31.88.170,1
0.31.180.83,1
0.31.76.182,3
0.37.136.100,1
0.31.80.246,3
0.37.119.76,1
0.31.83.150,1
0.31.95.15,1
0.31.225.104,2
0.31.87.75,1
0.31.97.118,7
0.31.167.75,1
0.8.242.219,1
0.31.88.47,1
0.31.83.136,1
0.31.194.2,3
0.31.78.144,1
162.241.226.28,4
67.20.76.214,18
0.31.90.86,1
0.31.134.167,1
108.179.243.43,6
0.31.91.70,1
34.227.67.208,1
0.31.102.111,3
0.31.86.86,1
0.37.138.206,1
0.37.139.212,1
0.31.97.78,11
64.113.96.175,1
0.38.111.49,1
0.31.103.155,1
0.31.85.183,9
0.19.145.94,1
0.31.117.34,1
0.31.164.79,1
162.214.80.55,4
103.254.119.197,1
0.31.87.175,1
0.31.108.209,1
130.162.167.191,1
0.38.120.85,1
0.31.97.12,1
0.31.93.19,2
0.31.119.127,1
0.31.94.67,1
0.31.90.98,1
0.31.89.204,1
0.31.92.92,6
0.37.213.109,1
0.37.143.108,1
0.8.240.65,54
0.37.134.42,1
0.31.97.205,4
0.31.105.9,1
0.31.119.20,1
0.31.96.37,1
0.22.66.218,11
23.106.123.59,1
0.31.99.126,6
0.11.174.12,7
0.31.92.201,1
0.31.165.40,1
0.11.14.198,17
162.241.218.178,4
0.38.125.198,1
0.31.98.165,2
0.8.140.238,6
0.10.33.159,21
207.148.71.74,1
0.31.100.34,1
0.31.124.233,1
0.31.112.50,3
0.31.206.31,2
0.32.76.114,1
0.27.41.209,3
0.31.108.178,1
0.31.100.141,1
50.87.249.228,6
0.37.154.82,1
162.241.217.123,9
0.17.205.91,1
0.38.129.236,1
0.20.149.75,3
0.31.111.255,1
0.31.113.207,2
0.31.124.35,1
0.31.146.44,7
0.31.96.103,1
0.31.96.121,2
0.31.98.249,6
0.31.130.225,1
0.13.188.255,19
0.31.198.121,1
0.31.170.240,10
0.28.149.8,6
185.143.179.198,1
0.31.112.142,1
0.31.109.89,3
0.31.107.210,2
162.240.197.95,1
0.37.164.248,10
0.37.169.240,2
205.234.146.19,1
0.17.35.188,28
0.31.117.180,1
0.13.21.197,5
0.31.109.8,3
0.31.107.199,1
0.31.114.158,1
0.31.109.60,1
0.31.103.115,1441
0.15.68.62,6
0.37.169.151,1
162.241.224.14,5
0.31.156.156,1
162.241.252.116,3
0.31.128.46,13
0.31.112.165,1
0.31.129.161,1
0.31.111.249,2
0.31.120.180,6
0.37.169.38,1
0.31.137.20,22
147.135.195.118,1
0.31.113.101,7
0.31.113.5,1
0.31.123.148,1
0.31.162.181,9
0.31.120.88,1
0.9.102.65,17
0.37.171.158,1
0.31.120.60,1
0.31.141.67,1
0.31.119.178,4
0.10.151.25,25
0.37.185.217,1
0.31.129.186,4
70.40.220.117,16
0.31.131.176,1
0.31.150.73,4
0.31.133.160,2
0.31.129.128,6
0.31.127.239,6
0.21.191.133,3
0.31.138.174,1
0.31.255.231,1
203.210.142.135,2
0.20.234.7,5
0.17.80.85,7
0.31.123.123,7
0.31.122.245,1
0.31.122.71,14
0.37.185.203,1
0.24.16.41,15
0.31.151.16,2
0.13.14.199,30
103.18.6.118,4
0.31.127.106,1
0.31.186.9,2
0.22.112.153,12
0.37.191.190,1
162.241.217.219,8
0.31.137.127,1
0.31.129.3,1
0.31.164.66,1
0.31.141.196,1
0.31.142.28,5
0.37.193.137,1
0.12.12.63,17
0.31.147.32,1
0.37.200.112,3
0.31.130.27,1
0.13.218.164,9
0.22.245.113,19
0.31.248.65,1
0.31.188.207,1
0.12.172.14,10
0.31.141.96,5
0.31.146.91,1
0.31.132.187,3
0.31.133.210,1
0.31.150.143,1
0.22.54.3,8
0.23.157.138,27
0.37.208.14,1
108.179.243.90,6
0.31.145.46,1
0.20.167.149,32
0.31.210.60,1
0.33.194.155,14
0.31.145.166,1
0.31.144.89,1
0.18.228.66,5
0.31.148.25,1
0.31.214.123,1
0.31.135.182,1
0.37.211.137,2
85.159.222.82,1
0.37.223.106,19
0.31.170.236,1
0.37.219.254,1
0.31.161.58,1
0.31.143.96,2
50.87.169.174,4
0.31.243.15,1
0.17.193.79,19
0.31.187.79,8
0.31.152.114,3
0.22.59.241,14
0.26.179.224,9
0.31.169.75,4
0.38.29.89,1
143.198.121.30,1
0.13.222.195,5
162.241.252.191,8
0.31.147.58,2
0.31.15.251,39
0.31.195.156,2
0.23.211.193,16
0.38.198.75,1
0.31.161.120,1
38.93.186.25,1
0.31.174.105,2
0.31.149.175,1
0.28.130.195,4
0.31.176.127,1
0.31.148.245,1
0.19.47.154,6
0.31.166.134,1
0.37.236.108,1
0.31.172.95,1
50.6.138.21,5
0.17.201.71,12
0.15.153.187,1
0.31.158.27,1
0.31.248.154,1
74.220.219.195,5
0.31.175.253,1
0.31.168.43,1
0.38.205.188,4
0.31.154.50,1
0.32.2.95,1
0.31.161.95,6
0.23.233.62,2
0.31.157.91,1
0.31.155.42,1
0.37.243.205,1
0.28.59.224,15
0.29.152.35,11
0.31.171.242,1
0.20.234.226,6
0.31.178.235,1
0.37.239.79,1
0.31.158.80,20
0.31.168.44,1
0.31.176.71,1
0.31.155.225,1
162.144.21.154,7
0.13.29.82,8
0.31.165.250,1
0.31.167.41,3
0.31.170.71,1
0.31.211.60,1
0.17.28.241,4
0.33.165.34,8
0.31.183.97,3
0.31.162.118,1
0.37.255.129,1
93.121.254.134,1
0.31.172.253,1
0.31.176.234,1
0.31.171.214,2
0.20.111.137,8
0.20.88.29,1
0.14.114.117,2
0.31.170.6,2
0.9.28.98,25
94.255.142.53,1
0.31.171.122,3
0.31.195.171,1
0.31.182.153,1
0.31.185.54,6
0.27.161.48,2
0.31.173.69,1
0.31.185.20,3
0.8.124.27,2
0.31.174.104,2
0.21.10.222,5
0.38.8.68,1
0.34.13.48,32
0.38.28.201,1
82.145.209.251,4
0.37.247.98,4
0.31.170.112,2
0.31.193.166,1
0.31.182.35,3
0.38.13.200,1
92.50.226.42,1
162.241.244.94,8
0.31.214.219,2
51.81.121.38,2
0.31.176.230,4
0.31.179.234,6
0.38.44.79,1
0.21.22.133,7
0.31.173.72,2
0.8.174.7,38
0.31.183.250,1
0.31.187.97,1
0.31.203.44,1
0.38.33.124,2
0.32.55.237,1
0.31.185.76,2
0.31.189.31,1
0.31.237.68,16
0.31.179.231,1
0.38.22.173,1
0.38.57.66,1
0.31.187.135,14
0.31.189.67,2
0.12.252.37,9
0.38.46.47,1
0.31.180.252,3
162.241.224.161,9
0.38.46.4,1
0.31.182.95,5
0.30.93.144,9
0.31.187.74,1
162.241.217.183,6
0.16.186.146,5
0.31.195.239,1
162.241.253.207,6
0.31.197.111,11
0.31.212.183,1
0.31.192.95,2
0.31.195.172,9
0.38.250.238,1
0.31.188.33,3
0.31.197.2,7
74.220.219.153,6
0.31.191.192,1
0.31.192.133,1
0.31.198.166,4
0.31.193.74,1
0.38.30.155,1
0.31.208.209,7
18.185.160.38,1
0.31.232.220,1
0.31.208.46,1
0.31.200.52,1
0.32.18.128,1
0.31.241.168,10
0.31.207.31,1
0.31.219.145,1
0.31.196.232,5
0.38.55.161,1
0.31.189.149,2
0.32.25.254,11
0.31.205.159,7
0.31.212.242,1
0.31.217.166,1
103.5.141.145,1
0.33.119.201,3
0.31.194.49,29
74.220.219.222,5
0.30.185.153,9
0.31.201.13,1
0.31.197.56,4
162.241.219.167,6
0.31.207.42,1
0.32.29.89,5
0.38.47.59,1
0.31.201.17,2
0.31.236.248,1
0.31.195.251,2
0.37.36.255,34
0.31.251.103,1
0.23.150.164,7
0.31.212.41,1
0.21.80.112,20
0.31.219.39,1
0.31.210.81,3
0.27.237.241,12
0.31.213.113,2
0.31.215.22,7
0.38.61.32,1
0.31.224.243,10
0.38.70.66,1
0.31.224.244,5
0.38.61.134,1
0.31.205.173,1
0.39.21.246,3
0.16.235.78,3
0.31.232.20,4
0.32.30.228,1
0.39.27.75,1
0.31.217.227,12
0.31.236.34,23
0.31.218.195,3
0.31.213.49,2
0.31.253.55,3
0.31.229.85,2
0.9.200.191,1
132.247.69.173,1
0.38.85.79,1
0.31.246.237,1
0.31.224.223,4
0.31.212.192,8
0.32.79.23,1
0.31.242.49,1
0.31.236.177,1
0.29.30.72,19
0.31.71.16,2
0.31.219.247,1
0.31.248.15,1
0.31.215.172,1
141.160.195.52,1
231.102.102.105,1
42.68.142.224,1
246.141.207.98,1
138.207.44.50,1
0.31.225.34,1
162.241.218.118,6
0.31.225.246,1
0.31.221.181,1
0.31.225.231,10
0.28.141.120,2
0.31.236.128,4
108.167.159.6,9
162.241.24.221,3
0.31.227.235,5
0.32.65.177,1
0.31.227.252,3
0.10.16.168,3
0.27.99.124,6
0.10.13.194,5
0.38.109.98,1
162.241.24.146,4
0.31.234.204,4
0.13.182.95,11
0.31.233.96,7
0.31.234.64,1
0.32.65.140,1
0.32.1.90,1
0.31.235.143,1
0.32.43.15,5
0.31.245.46,1
0.31.248.10,2
0.31.249.217,1
0.31.235.95,1
0.32.3.141,1
0.31.237.110,2
0.38.109.9,3
0.31.241.185,1
77.107.49.117,1
0.31.232.250,1
0.32.105.129,1
0.27.229.160,4
0.31.229.220,1
0.32.2.50,2
51.75.235.184,2
0.31.238.78,6
0.32.50.227,5
0.31.237.222,5
0.31.245.99,1
0.31.241.116,4
0.31.253.53,1
0.38.125.166,4
0.31.251.179,1
0.32.75.113,1
0.37.170.38,2
0.38.124.49,1
0.21.26.134,5
0.31.244.49,4
0.22.193.230,1
0.31.252.67,1
192.168.111.1,14
0.31.248.7,8
0.31.252.50,2
0.32.18.105,1
0.39.73.244,1
0.32.8.144,1
0.32.5.106,1
0.32.144.251,1
0.32.5.32,4
0.31.249.59,1
0.9.170.37,7
0.31.247.221,2
0.38.138.179,1
0.32.8.187,1
0.32.72.231,2
0.32.3.166,6
0.32.28.135,1
0.31.255.212,14
0.32.6.239,5
0.32.4.242,3
0.32.37.114,1
0.10.74.219,13
0.32.17.142,4
0.20.171.224,6
0.32.66.38,5
118.65.89.66,1
0.24.73.181,4
0.32.4.164,3
0.32.5.223,3
0.32.4.51,3
0.11.205.240,5
0.32.11.70,1
0.32.19.88,1
0.32.41.13,4
0.16.237.213,4
0.32.89.186,1
0.38.154.136,1
106.105.169.16,1
0.32.12.141,1
0.32.5.159,7
0.32.12.238,6
0.38.146.218,1
0.38.155.198,1
0.32.2.71,4
0.38.162.7,1
0.32.13.183,1
0.38.237.179,1
0.32.7.237,1
0.32.25.142,1
0.32.8.224,2
0.32.31.110,1
0.32.15.4,1
0.32.17.203,1
0.16.148.234,5
0.32.54.132,3
0.32.17.82,2
0.39.102.228,6
0.32.94.67,1
0.32.26.195,6
0.39.104.142,6
50.87.184.136,4
0.38.166.91,1
0.38.205.170,2
0.38.172.64,10
0.15.35.161,8
0.32.17.242,1
0.32.30.138,1
0.32.26.206,1
0.32.113.248,1
0.32.40.181,2
0.32.49.106,1
0.32.111.157,1
0.8.225.193,3
0.10.25.146,21
0.32.26.94,2
162.215.248.39,3
0.38.178.201,3
0.32.111.217,3
0.32.138.53,1
62.212.82.215,3
178.162.203.225,3
178.162.217.109,3
0.32.35.251,1
50.116.94.38,7
0.32.32.253,1
0.39.26.69,1
0.10.22.77,58
0.32.34.34,1
0.39.115.142,1
0.18.203.85,6
0.32.40.110,1
43.203.109.62,1
0.39.118.205,2
162.215.117.182,3
0.32.32.242,1
0.23.157.173,2
0.32.41.3,5
0.32.26.140,7
0.32.29.5,1
72.130.203.42,1
0.13.120.233,20
0.32.32.62,7
0.32.27.31,1
0.32.30.141,2
0.32.24.104,14
0.32.24.10,1
0.39.124.38,1
0.32.119.98,1
0.32.33.48,2
203.12.218.51,1
0.32.43.237,1
0.38.64.52,2
0.32.40.133,2
0.32.55.42,1
0.39.126.141,1
0.32.39.208,3
0.32.32.150,1
0.32.62.234,4
0.32.46.134,1
0.32.46.243,4
0.32.26.229,2
0.32.33.232,1
0.38.190.197,1
0.32.42.95,1
0.38.197.65,1
0.39.130.160,1
0.39.24.227,1
0.21.78.64,20
0.38.228.90,1
0.30.242.249,4
0.32.45.165,1
0.32.44.216,1
0.32.121.135,1
0.32.46.126,6
0.31.155.227,1
0.39.138.10,6
0.38.205.16,1
0.32.42.197,4
0.32.83.115,1
0.32.43.73,2
0.32.44.59,4
0.16.63.88,22
0.32.141.113,4
0.32.46.239,1
0.38.219.23,1
0.13.123.123,5
0.19.102.157,6
0.32.48.51,2
0.39.143.1,2
0.32.64.243,1
0.39.115.45,29
0.32.44.58,4
0.32.109.240,1
0.38.208.17,1
0.12.228.236,2
0.14.252.245,9
198.18.1.27,1
0.32.61.63,6
0.14.95.65,20
0.32.90.123,4
50.87.193.142,7
0.32.64.58,1
0.32.155.219,1
0.38.220.248,2
0.32.59.175,2
0.32.53.107,4
0.32.58.107,3
0.32.35.249,1
0.32.64.89,1
0.32.52.29,2
0.32.71.83,16
0.32.57.120,7
0.32.57.250,2
0.32.70.176,1
0.32.62.180,1
0.30.212.96,90
0.32.81.138,1
0.15.125.243,8
0.32.61.69,2
0.16.26.231,29
88.206.249.1,1
0.32.56.186,2
0.32.53.229,1
0.32.57.156,2
162.241.252.167,6
0.38.252.140,1
0.32.68.107,3
0.38.196.23,11
0.13.248.157,16
0.32.60.188,1
0.23.71.240,4
0.32.67.10,1
0.31.170.147,1
0.38.232.75,1
0.32.78.224,10
0.32.81.221,1
162.241.252.203,6
0.32.63.129,1
0.9.232.155,2
0.32.78.17,1
0.32.68.140,2
0.32.65.23,1
0.16.128.62,5
162.144.18.17,6
0.32.72.205,1
0.32.84.10,1
50.87.171.226,4
0.35.110.30,3
0.32.63.29,1
0.32.90.53,1
0.32.68.179,5
0.32.77.243,1
0.31.218.193,7
0.32.83.132,1
0.32.69.215,1
0.29.91.164,15
50.87.191.87,4
0.28.203.243,8
0.32.89.103,5
0.32.81.178,5
0.32.80.126,3
0.8.125.35,22
0.32.83.110,2
0.32.74.59,1
0.32.176.195,1
0.16.113.105,1
0.39.4.95,1
0.16.21.120,5
0.39.48.194,1
0.32.74.98,1
0.11.84.38,2
0.32.85.77,1
0.22.36.226,13
0.20.243.1,1
0.32.79.11,2
0.39.15.138,1
0.30.64.189,4
5.255.88.64,1
0.32.118.88,1
0.32.87.173,1
0.18.170.207,2
0.32.83.210,2
0.30.88.2,5
0.32.82.142,1
0.32.162.145,1
0.32.98.108,1
0.32.94.152,1
0.32.108.166,1
0.32.116.131,2
0.12.224.16,2
0.25.41.250,2
0.32.107.239,1
0.32.95.96,1
0.32.190.157,1
162.215.249.103,3
0.32.106.152,1
0.32.100.180,1
0.32.90.227,3
0.22.82.228,40
0.32.188.240,1
0.16.107.71,8
0.39.49.106,1
0.32.112.247,2
0.32.107.175,1
0.32.108.120,1
0.32.108.146,1
0.32.110.150,1
0.32.113.94,1
0.10.0.128,16
0.32.99.52,1
0.32.175.197,1
0.13.49.108,31
0.32.94.51,1
0.32.97.165,1
0.13.192.85,20
0.39.203.193,1
0.39.204.53,1
8.218.159.228,1
108.167.156.227,6
0.32.102.135,1
0.14.92.69,16
0.32.98.19,2
0.37.27.216,3
0.32.108.162,1
0.32.102.13,3
0.32.103.180,4
0.32.111.142,1
0.32.109.163,2
0.32.101.105,3
0.32.102.44,2
0.23.190.138,36
0.32.121.89,5
0.32.104.169,1
0.32.94.130,1
0.17.95.124,17
0.32.99.4,1
0.39.35.50,3
0.32.110.177,1
0.32.104.126,1
0.19.83.179,2
0.32.116.37,1
0.21.181.132,2
0.30.238.115,4
0.32.103.192,2
0.32.125.90,2
0.33.237.181,8
0.32.103.178,2
0.17.21.140,1
0.32.110.115,1
0.32.102.102,1
0.12.185.244,7
162.241.226.118,7
0.32.104.4,1
0.39.44.186,1
0.32.105.230,1
0.32.194.77,2
0.32.146.2,1
0.39.44.122,1
0.8.150.251,9
0.32.156.193,2
0.32.126.250,2
0.29.133.98,3
0.32.113.233,2
0.32.109.243,1
0.13.219.187,10
0.32.123.15,2
0.32.127.56,1
0.32.117.204,1
0.32.252.56,2
0.32.112.28,6
0.26.238.148,11
0.32.117.20,2
0.32.121.155,11
0.32.114.157,2
0.32.133.67,1
0.32.245.110,1
0.38.253.118,12
0.32.188.178,1
0.32.118.221,15
0.32.116.128,1
0.39.57.148,1
0.32.123.108,1
0.32.146.13,5
0.32.127.131,9
0.24.116.36,13
0.32.126.151,1
0.32.137.79,2
0.32.118.192,5
0.32.128.65,8
0.26.32.83,10
0.39.61.1,1
0.32.205.5,1
0.32.123.161,6
0.32.209.243,1
0.32.134.218,1
0.32.146.233,1
0.32.120.246,1
0.32.133.189,1
0.14.79.42,4
0.11.165.150,31
0.39.89.250,1
0.32.138.137,1
0.32.134.26,1
0.32.140.31,1
0.32.128.89,8
0.32.121.225,1
0.32.135.72,1
0.32.136.202,1
0.16.246.21,2
0.32.127.23,1
0.32.144.194,1
0.32.131.18,13
0.32.122.149,2
0.19.160.66,8
0.39.252.105,2
46.8.8.101,2
0.32.213.8,2
0.32.128.15,1
0.39.81.247,1
0.32.139.37,1
0.32.132.172,7
0.39.78.99,1
0.32.146.250,1
162.241.253.81,4
0.32.142.160,3
0.32.141.6,8
0.32.140.69,1
0.32.137.40,4
0.32.160.77,1
96.99.225.3,14
0.31.51.88,2
0.32.133.97,2
0.32.244.180,1
43.135.35.192,1
0.32.127.200,11
0.39.93.36,1
0.29.166.108,12
0.9.30.145,14
0.32.149.61,1
0.32.135.252,1
72.89.131.122,1
0.32.139.74,11
0.39.96.54,1
0.32.145.247,1
0.32.144.112,8
0.32.153.52,2
0.32.224.89,1
0.32.144.139,1
0.32.149.108,1
0.32.155.152,1
103.5.141.173,1
0.39.199.175,1
0.11.12.215,29
0.32.151.117,1
0.32.159.197,1
0.20.88.190,8
0.32.240.76,1
0.32.152.207,7
0.32.150.43,4
0.32.152.250,1
0.32.205.202,1
0.32.144.191,2
0.32.145.144,9
0.32.145.141,9
0.10.102.190,2
0.32.221.141,1
0.25.62.65,15
0.39.120.19,1
0.32.246.110,1
0.32.153.39,2
0.32.146.251,2
0.9.159.152,19
0.32.250.153,1
0.32.247.30,1
0.27.157.172,16
162.214.81.14,4
0.32.163.225,1
0.8.211.229,7
192.185.0.199,1
0.32.156.171,1
0.32.170.88,1
0.32.152.48,2098
0.32.153.224,3
162.241.224.59,5
50.116.93.54,7
0.32.154.101,4
0.32.171.198,1
0.39.123.226,1
0.39.115.88,1
0.21.104.57,3
0.32.163.229,2
0.32.236.209,1
31.208.53.191,1
0.32.164.225,2
0.32.161.45,5
0.15.106.252,19
0.16.203.115,1
0.32.249.154,1
0.32.179.87,1
0.33.4.130,3
162.241.216.209,8
0.32.161.56,1
0.39.126.87,1
50.116.94.140,6
0.11.24.180,7
0.32.178.88,1
0.32.161.54,2
0.39.125.187,1
0.32.171.125,1
0.32.176.69,1
0.39.164.58,6
0.39.124.190,4
0.32.188.139,1
0.33.13.62,1
0.32.179.167,1
0.32.172.184,3
185.245.92.20,2
0.27.168.96,11
0.30.16.26,10
0.33.72.151,1
0.32.176.65,3
0.32.192.204,8
0.32.190.52,1
0.30.54.52,23
0.32.174.20,3
0.39.163.220,2
66.81.192.75,72
0.33.223.4,4
0.32.176.143,1
0.17.48.8,1
36.93.97.98,1
0.32.186.70,2
0.32.176.187,1
0.32.222.65,2
0.18.100.163,9
0.33.42.12,1
0.40.58.226,6
207.148.81.143,1
0.13.200.105,37
0.32.177.137,1
96.125.162.255,8
0.31.210.168,1
0.32.198.214,1
162.241.218.193,4
0.32.191.11,1
0.32.181.118,4
162.241.194.183,8
0.23.94.182,3
0.32.182.98,4
0.32.207.244,1
0.32.200.123,2
0.35.106.154,5
0.32.199.0,3
0.40.70.73,1
0.40.70.43,1
0.33.16.71,1
0.32.203.216,7
0.39.157.114,1
0.39.157.85,1
0.21.127.53,7
0.40.70.127,1
0.31.89.191,41
0.30.46.29,1
0.32.197.140,1
0.40.71.58,1
199.244.88.214,2
0.32.181.106,2
0.32.193.3,2
0.33.18.189,1
0.40.72.254,6
0.33.17.34,1
0.32.191.230,6
0.32.184.196,2
0.33.83.181,1
0.24.231.40,3
0.8.122.89,17
0.32.182.174,50
0.32.208.168,1
0.32.187.128,4
0.32.187.33,4
0.39.219.112,2
0.32.190.248,5
0.32.196.32,4
0.32.194.4,10
192.168.0.20,1
162.215.248.196,7
0.32.207.118,1
0.40.80.107,1
0.39.163.142,3
0.40.80.207,1
0.40.81.101,1
0.32.210.214,1
0.40.81.241,1
0.23.178.69,21
0.32.200.226,16
0.32.202.2,1
0.17.161.136,4
0.32.213.126,1
0.33.84.234,1
0.40.83.222,11
0.33.13.133,1
0.32.190.9,1
0.32.196.144,5
0.32.203.92,11
0.10.110.183,13
0.32.213.19,1
0.32.208.186,1
0.40.87.244,2
0.33.18.157,3
0.40.21.111,1
0.33.38.255,1
0.33.15.132,1
0.32.210.176,1
162.241.219.194,9
0.39.173.206,1
67.231.47.180,1
0.32.201.185,1
162.214.80.127,3
0.33.44.214,1
0.32.199.39,5
0.33.46.28,9
0.33.88.128,1
0.32.221.177,1
0.32.210.60,9
0.32.209.19,2
0.32.205.91,4
0.28.70.107,3
0.32.218.232,1
0.32.206.242,1
0.30.170.195,5
89.245.191.191,1
0.9.200.242,18
0.19.144.252,23
0.24.175.202,6
0.32.218.93,3
0.32.207.98,2
0.32.212.107,3
0.32.218.175,8
0.28.95.21,4
0.33.30.242,2
0.32.210.92,1
0.32.210.150,3
0.32.210.140,1
0.38.115.150,19
0.33.53.88,1
130.117.93.126,1
0.32.232.241,1
0.39.191.37,1
0.33.4.187,3
0.39.191.117,1
0.40.15.207,5
0.32.220.39,4
0.32.228.219,2
0.33.119.142,1
0.33.55.20,1
0.32.222.64,1
0.32.213.234,1
0.39.193.16,3
0.32.213.235,1
162.241.218.43,4
0.19.70.20,27
0.32.224.113,1
108.167.158.154,7
0.33.103.235,1
0.33.60.140,1
0.32.240.82,1
0.32.234.72,2
0.32.218.176,4
0.32.225.105,2
0.39.111.88,177
31.47.72.151,2
31.47.72.141,2
41.223.63.86,1
51.38.11.218,3
0.32.89.221,2
0.30.24.191,1
0.33.18.190,4
0.33.65.183,3
0.33.94.142,2
0.32.236.5,2
108.167.165.127,9
0.32.252.113,1
0.13.170.91,9
75.2.81.212,8
0.32.232.62,1
0.32.223.183,1
0.32.236.47,1
0.32.223.152,1
0.19.200.89,3
0.25.161.50,6
0.32.231.141,3
0.32.230.22,1
0.39.226.87,1
0.32.228.32,1
0.39.241.135,1
0.20.72.159,2
0.32.246.218,1
0.32.232.39,11
0.39.217.61,1
0.39.224.138,1
0.39.220.100,1
0.33.64.254,1
0.32.252.129,1
0.32.245.188,2
0.8.194.120,5
0.32.249.0,1
0.32.249.200,1
162.241.252.56,6
0.32.247.11,2
162.240.197.72,1
