response A record, cluster size
0.63.129.224,1
0.63.142.220,1
0.63.124.131,1
0.64.15.165,1
123.255.8.144,1
0.63.126.246,1
213.241.14.250,1
0.63.154.225,1
0.63.250.27,1
0.63.130.200,3
0.63.124.209,1
0.63.212.41,1
0.63.131.146,1
50.116.84.79,6
66.118.101.181,1
0.63.136.190,2
0.79.210.5,2
0.45.99.125,1
0.42.111.109,1
0.42.201.108,2
0.63.141.57,1
0.39.183.52,2
0.64.24.116,1
132.247.242.252,1
0.63.137.46,2
0.79.209.251,1
0.63.153.231,2
0.63.157.114,1
0.63.212.216,1
0.63.202.246,1
0.63.234.250,1
0.63.142.20,1
0.63.218.163,1
0.8.171.55,26
0.63.157.118,1
0.79.210.98,1
0.63.217.158,1
0.63.130.168,7
0.63.137.254,1
0.63.224.124,1
0.80.25.35,18
0.50.159.72,1
0.63.147.54,2
0.74.101.144,4
0.63.142.75,1
0.79.236.208,1
0.64.44.175,1
0.63.145.205,1
210.102.216.253,1
0.19.42.61,24
0.63.238.172,1
0.63.147.252,7
0.63.233.133,1
0.63.146.28,1
0.63.164.172,1
0.79.227.30,1
0.79.220.79,1
0.63.156.218,1
0.63.172.124,1
0.63.163.13,2
0.64.44.70,4
0.63.160.101,1
0.63.158.166,1
0.63.239.70,1
0.63.148.87,2
0.63.174.172,1
0.63.160.115,1
0.63.157.93,1
0.63.155.101,1
0.63.166.209,1
0.63.163.140,1
0.63.157.31,2
0.62.206.185,1
0.80.140.192,1
0.63.174.92,1
0.36.78.237,1
0.63.156.200,4
0.63.172.175,1
0.62.252.62,1
0.63.169.125,1
0.9.214.128,5
0.63.163.243,2
0.80.0.156,1
0.64.59.120,2
0.63.166.90,2
0.80.168.11,1
0.63.163.37,1
0.26.9.21,1
0.63.167.93,1
0.63.251.209,2
0.63.166.176,2
0.51.173.34,1
0.79.255.83,1
0.79.243.85,1
0.63.173.132,2
0.63.174.53,7
0.63.184.71,1
0.63.168.115,1
0.63.201.164,1
0.63.188.223,1
0.63.179.7,1
0.63.184.231,1
0.23.104.203,2
0.64.13.36,1
0.64.15.114,1
0.19.70.186,5
0.80.7.91,1
0.63.189.38,1
0.63.197.47,1
0.63.179.179,7
0.63.175.115,2
0.63.179.107,1
0.8.239.235,6
0.26.251.243,3
0.53.160.25,1
0.14.32.191,2
0.63.189.120,1
0.63.181.62,1
0.63.189.173,1
0.40.68.134,2
0.12.199.244,2
35.222.53.157,1
0.63.242.66,1
0.63.207.29,1
0.63.202.95,1
0.63.203.79,1
0.63.197.4,2
0.50.130.49,3
0.63.195.244,3
0.63.199.216,2
0.63.185.184,1
0.80.21.4,1
0.63.199.162,1
0.63.208.186,1
0.63.195.70,2
0.63.197.161,1
0.63.199.124,1
0.63.204.191,1
0.64.34.160,1
0.63.209.42,2
0.63.218.41,1
0.63.214.78,1
0.80.33.117,1
0.63.212.23,4
0.63.219.37,1
79.169.54.144,1
0.63.203.253,1
0.63.209.40,1
85.202.233.107,1
0.63.210.107,1
0.63.203.203,1
0.64.35.66,1
0.63.202.146,3
0.63.213.55,1
0.63.205.157,1
0.80.224.76,1
0.63.205.224,1
0.63.215.171,1
0.28.99.112,4
0.80.54.165,1
0.63.217.178,1
0.63.213.150,1
0.64.46.112,1
0.64.16.14,1
0.63.214.55,1
0.63.233.245,1
0.63.219.90,1
0.80.44.246,1
0.76.156.66,4
0.63.226.240,1
0.59.66.25,1
0.63.221.90,2
0.63.224.7,1
0.64.35.39,1
0.63.217.121,1
0.63.218.255,1
0.63.228.250,2
81.163.20.240,1
0.13.29.115,11
0.65.238.130,1
0.63.220.34,1
0.63.227.76,1
0.76.50.27,2
0.64.65.74,1
185.253.215.133,4
0.80.67.62,1
0.63.228.156,1
0.80.70.182,1
0.80.252.62,4
0.63.250.120,1
0.63.231.34,4
0.75.159.62,4
0.80.61.132,1
0.63.229.103,1
0.80.65.115,1
0.80.80.60,1
199.191.50.77,85
0.63.241.186,1
0.80.65.66,1
141.98.234.63,1
0.80.74.159,6
0.80.74.194,7
0.11.114.40,2
0.10.102.108,5
0.80.97.93,1
0.63.235.234,1
0.63.245.15,1
0.64.88.195,1
0.64.73.67,1
0.63.233.169,1
0.63.247.115,1
0.8.128.221,1
0.63.246.131,1
0.63.239.113,1
0.63.236.152,1
162.215.248.93,3
0.16.175.55,2
0.63.236.230,1
0.64.89.133,1
0.80.110.17,1
0.63.250.106,3
0.80.85.78,2
0.63.250.19,1
0.63.248.175,1
10.87.201.91,1
0.63.249.253,1
0.64.4.246,2
0.63.249.73,1
0.64.0.169,1
0.64.74.188,1
0.27.190.123,5
0.80.105.83,1
0.80.91.131,1
0.63.249.240,1
0.80.109.164,1
0.64.3.12,1
0.63.252.241,1
0.63.254.157,1
0.64.4.235,1
0.42.162.216,9
0.64.7.128,1
185.14.58.18,1
0.63.255.173,3
0.80.116.159,1
167.172.137.30,1
0.31.131.231,1
0.64.14.242,1
0.64.145.8,2
0.64.5.15,1
0.81.38.196,1
0.28.131.232,2
0.78.225.102,2
0.63.255.29,1
0.14.239.50,8
62.113.104.216,2
62.113.104.214,2
0.64.16.234,1
0.64.8.41,1
0.64.0.229,1
0.64.6.230,1
0.64.72.55,2
0.64.13.91,2
0.81.43.104,1
0.64.4.213,1
0.24.112.15,1
0.64.13.190,1
0.46.115.39,1
0.64.8.193,1
0.80.117.165,1
0.80.110.21,1
0.38.222.57,2
0.64.7.187,1
0.64.9.58,2
35.224.165.87,1
0.64.10.187,3
0.64.18.237,1
0.81.51.148,1
0.80.115.153,1
0.64.39.228,1
0.64.16.180,1
0.64.35.230,1
0.64.30.182,1
0.64.43.231,1
0.64.20.160,1
0.20.130.109,3
81.8.160.246,1
0.64.53.16,1
0.64.23.137,1
218.55.103.188,1
0.64.14.66,1
0.64.30.28,1
0.64.83.119,2
0.30.118.177,3
0.64.104.16,1
0.64.67.185,4
0.64.22.79,1
86.115.16.134,1
0.64.44.122,1
0.64.161.180,7
0.64.32.161,1
0.64.23.206,1
0.64.41.89,1
0.81.13.218,1
0.64.21.124,2
0.81.27.150,1
0.64.26.123,1
0.81.53.5,1
162.241.219.35,3
129.143.8.86,1
0.64.35.95,1
0.81.71.213,1
103.5.143.47,1
0.80.133.218,1
0.64.123.160,1
0.64.119.244,1
0.64.42.238,1
0.8.115.113,2
0.74.15.209,3
0.64.27.12,1
0.64.33.72,1
0.27.61.153,2
0.64.55.58,1
0.64.26.57,1
0.64.118.82,1
0.32.164.126,1
0.64.138.227,1
0.64.38.210,1
0.74.18.228,2
0.64.49.187,1
0.64.45.206,1
0.64.122.1,1
0.8.148.183,2
0.64.33.222,1
0.80.165.113,1
0.64.47.192,1
0.25.159.165,3
0.80.163.211,1
0.64.39.112,1
0.64.93.180,1
0.64.80.138,1
0.64.48.108,1
0.64.51.6,1
0.64.58.179,1
0.80.162.99,2
0.64.48.213,1
0.64.62.128,1
0.64.47.104,1
0.64.82.94,1
0.64.74.246,2
0.80.153.98,1
0.64.197.170,1
0.12.179.132,3
0.64.62.118,1
0.64.67.171,2
0.80.165.33,1
0.18.23.87,1
0.64.44.141,2
0.77.43.79,3
0.80.180.132,1
0.64.50.230,1
0.64.59.200,1
0.64.57.50,1
0.64.54.105,4
0.64.45.147,1
0.64.54.107,1
0.64.68.55,1
0.11.8.113,8
0.40.251.130,2
0.64.79.172,1
0.64.52.235,2
0.76.249.17,258
0.64.63.31,2
0.64.61.238,1
0.64.70.114,1
0.64.62.151,1
0.64.61.251,1
0.64.69.115,1
0.64.68.97,1
0.64.144.13,1
0.64.100.79,1
0.81.111.5,1
0.64.71.95,6
0.64.66.113,1
0.64.62.130,1
0.81.48.60,1
0.64.73.171,1
0.81.113.185,1
0.64.60.109,1
0.64.62.186,1
0.64.57.247,1
103.5.141.139,1
0.64.62.5,1
0.64.94.184,1
0.64.87.197,1
0.64.142.163,1
0.41.105.13,3
0.55.92.227,4
0.64.71.139,1
0.64.67.156,1
0.64.76.27,1
0.62.78.119,1
0.64.66.96,1
0.64.66.212,1
0.64.78.210,1
0.81.24.28,1
0.64.63.135,1
0.64.84.89,1
0.64.86.236,1
0.81.30.250,1
0.32.64.187,2
0.80.216.172,1
0.64.71.138,1
0.64.69.46,1
0.64.75.116,1
0.64.152.69,2
0.81.123.91,1
0.80.193.133,1
0.64.95.231,1
0.33.226.114,1
0.64.75.52,1
106.105.198.114,1
0.64.73.26,1
0.64.79.80,2
0.64.195.127,1
0.64.88.123,1
0.21.99.230,2
0.27.163.135,1
0.64.78.196,2
0.64.81.232,1
0.64.86.17,1
0.64.77.140,2
0.61.71.103,3
0.64.78.75,2
0.72.227.184,3
0.80.201.174,3
103.5.141.158,1
0.35.219.215,2
0.64.94.129,2
0.80.215.39,1
0.20.142.185,3
0.64.107.237,1
0.64.89.238,1
195.39.133.10,1
0.24.4.124,3
0.64.104.13,1
0.12.172.162,6
0.64.92.151,1
0.64.107.160,1
0.64.96.51,2
0.64.97.118,1
0.64.99.29,1
0.64.97.70,1
0.64.92.93,1
0.64.94.45,1
0.64.195.22,1
0.64.87.245,1
0.64.90.137,1
0.64.115.128,1
0.64.94.149,2
0.64.92.145,2
0.64.93.132,2
0.58.38.112,2
0.64.95.168,1
0.64.92.209,2
0.64.88.205,2
178.62.70.151,1
0.64.92.211,1
0.64.198.101,1
90.141.63.182,1
0.80.231.72,2
0.64.102.253,1
0.64.107.241,1
0.64.103.203,1
0.64.185.121,1
0.64.100.128,2
0.81.51.11,2
162.241.24.71,4
0.64.109.143,2
0.29.107.253,6
0.64.191.238,1
0.64.110.0,1
0.64.98.34,6
0.64.101.211,1
0.64.100.157,2
0.64.111.51,1
0.80.230.225,1
158.101.242.224,1
0.65.5.114,1
37.139.16.46,1
0.80.246.247,1
0.64.108.121,2
0.64.170.174,2
0.74.247.190,2
0.64.127.235,3
216.212.228.162,1
0.64.129.162,1
0.45.137.97,3
0.64.111.156,1
0.64.132.226,2
0.59.171.137,2
0.64.123.116,1
0.81.2.76,1
0.40.94.62,2
0.64.129.124,1
0.64.144.8,1
0.64.128.85,1
0.46.200.79,2
0.64.122.68,1
0.64.201.183,1
0.13.103.151,4
45.87.43.147,1
0.64.129.92,2
0.64.127.234,1
0.80.249.26,1
185.219.191.251,1
0.81.189.20,2
0.64.118.48,1
0.81.12.177,1
0.64.120.108,1
0.81.3.155,2
0.81.8.79,1
0.64.121.165,1
187.174.79.213,1
103.5.141.131,1
0.64.127.113,1
0.64.129.47,1
217.182.168.246,1
0.64.125.196,1
0.64.126.45,4
0.64.130.39,1
0.81.15.125,7
0.81.132.111,3
0.64.164.173,1
0.64.130.60,1
0.64.210.95,1
0.64.130.122,6
0.81.22.161,2
0.64.136.3,1
0.9.246.195,5
0.64.168.227,1
0.64.124.221,1
0.49.160.129,3
0.81.205.61,3
0.13.0.97,13
0.64.148.153,2
0.81.20.34,1
47.91.237.61,1
0.64.134.86,2
0.81.208.219,1
0.64.150.52,1
0.64.138.235,3
0.64.135.167,1
0.64.137.222,1
0.64.136.143,1
0.64.140.118,1
0.64.217.143,1
0.64.150.89,1
0.15.51.238,3
0.81.27.68,1
0.64.136.64,1
0.64.148.24,1
0.64.135.213,1
0.64.146.117,1
0.15.39.248,3
0.15.3.145,8
0.81.16.25,1
0.48.103.0,2
0.64.229.250,1
0.81.34.100,2
0.29.225.46,8
0.64.140.180,1
0.64.143.216,1
0.57.167.115,6
0.64.148.93,1
0.64.149.111,1
0.64.151.242,1
0.64.151.188,1
0.81.25.149,1
0.64.153.93,1
0.64.154.59,1
0.81.44.8,1
0.81.23.226,1
0.81.109.193,1
0.64.144.158,1
0.81.21.221,11
0.64.157.144,2
0.64.173.122,1
0.81.31.152,2
0.64.163.46,1
0.81.55.11,2
0.64.148.128,6
0.61.85.117,2
0.20.144.159,3
0.81.36.75,1
0.64.162.122,3
0.34.82.24,1
0.64.161.225,3
0.64.157.122,3
0.64.164.133,1
0.46.114.244,3
0.39.83.66,1
0.64.160.223,2
0.64.243.12,1
0.64.181.233,1
0.64.181.37,1
0.64.169.143,1
0.64.157.137,1
0.64.167.22,1
194.36.164.247,1
0.64.157.239,2
0.64.159.126,2
0.64.164.14,1
0.16.181.242,11
0.81.46.228,13
0.64.172.174,1
0.64.164.116,3
178.128.212.209,1
0.81.47.134,1
0.64.172.111,1
0.64.165.33,1
0.81.50.138,1
0.64.176.93,1
0.64.154.195,1
0.64.178.190,1
0.64.193.118,1
0.64.167.245,1
0.64.246.127,1
0.25.75.1,6
0.64.180.76,1
0.25.135.7,8
0.64.169.38,1
0.17.218.9,3
0.44.103.245,1
0.64.189.147,2
0.81.76.17,1
0.64.204.156,1
0.64.166.186,1
0.64.184.9,1
0.64.177.111,1
0.82.0.4,1
0.13.59.196,8
0.61.192.168,1
0.35.175.107,3
0.64.170.151,1
0.64.181.203,1
0.64.165.240,1
0.64.171.184,1
0.64.189.100,1
0.64.181.253,1
51.158.146.107,1
0.63.81.245,9
0.64.184.199,2
0.81.75.15,1
0.64.175.108,1
0.64.203.38,1
0.81.76.222,1
0.60.60.125,7
0.64.179.206,1
0.64.182.78,3
0.64.176.237,1
0.64.188.183,1
0.65.10.175,1
0.64.182.56,1
0.81.78.46,1
0.64.196.170,1
0.64.207.134,1
0.64.180.96,1
0.64.192.82,1
0.81.115.124,2
0.81.104.154,3
0.45.12.97,2
0.65.38.99,1
0.17.152.232,13
0.64.208.98,1
119.18.54.56,5
0.64.185.142,7
0.64.190.135,1
0.64.202.178,1
0.82.29.27,1
0.51.216.249,1
0.81.98.140,2
0.63.118.14,3
0.64.202.245,1
0.64.204.105,1
0.82.29.231,1
0.81.89.143,1
0.64.204.97,1
0.10.241.158,10
0.64.201.136,2
0.19.255.9,3
0.64.212.10,1
0.64.194.243,1
112.105.40.208,1
0.65.101.225,1
0.77.0.98,1
0.64.211.223,1
0.81.100.112,1
0.64.219.97,3
0.64.194.172,2
0.65.38.179,1
0.81.102.57,1
18.143.202.5,1
0.77.158.59,2
0.64.221.157,1
0.16.250.124,1
0.55.152.135,2
0.49.108.54,1
0.65.55.176,1
0.81.111.131,1
0.64.205.21,2
0.64.201.190,4
0.65.112.96,1
0.65.44.209,1
0.64.211.123,1
0.33.28.252,10
0.64.238.131,1
0.64.228.107,1
0.65.52.111,1
0.64.214.47,1
0.64.229.235,1
0.64.221.146,1
0.64.222.19,1
0.82.62.215,1
0.64.226.247,1
0.64.211.59,1
0.64.216.54,1
0.81.133.134,1
0.28.172.98,15
0.64.225.156,2
0.81.133.31,1
0.49.192.212,8
0.64.238.28,1
0.82.66.242,3
0.64.240.5,2
0.81.124.243,1
0.65.64.32,1
0.65.105.239,1
0.64.237.237,1
0.81.126.20,1
0.35.11.153,9
0.62.147.48,1
0.82.69.172,1
0.12.88.131,9
0.65.2.229,1
0.65.54.228,1
0.63.14.159,4
0.65.32.168,1
0.64.240.71,2
0.37.190.97,3
0.64.226.215,2
0.64.229.146,2
0.31.46.47,5
0.65.53.33,1
0.64.253.113,1
0.64.225.125,1
0.27.24.235,2
0.64.235.165,1
0.64.251.86,1
162.241.252.65,5
0.64.246.104,1
0.64.236.159,3
0.81.138.149,2
0.31.70.8,3
0.64.246.6,1
0.64.247.48,1
0.64.231.163,1
0.81.139.33,1
0.20.91.168,1
0.64.241.143,1
146.112.51.104,2
146.112.51.233,2
146.112.51.69,2
146.112.51.198,2
146.112.51.238,2
146.112.51.145,2
0.64.241.4,1
0.64.242.124,2
0.81.161.11,1
0.64.250.111,4
0.64.243.162,1
0.81.146.221,9
0.10.187.73,4
0.64.239.237,1
0.81.163.22,1
0.65.56.234,1
0.56.117.32,3
0.64.239.12,1
0.64.250.180,1
0.64.240.100,3
0.65.13.222,1
0.64.243.37,1
0.64.235.67,1
0.22.12.158,5
0.64.242.232,1
0.81.196.187,1
0.64.243.152,1
0.64.250.36,1
0.65.13.20,2
0.52.33.236,2
0.82.98.187,1
0.81.164.44,1
0.64.44.4,1
0.64.241.126,2
0.64.253.88,1
0.64.248.237,1
0.64.254.201,1
0.81.160.130,1
0.65.6.106,1
0.64.244.205,1
37.9.13.84,1
0.65.16.137,1
0.54.173.89,1
0.65.0.31,1
0.41.228.185,1
0.60.200.15,4
0.65.0.104,1
0.81.192.129,1
0.81.172.195,1
0.65.21.138,1
0.81.171.77,1
0.82.114.239,1
0.65.6.164,2
0.65.16.75,1
0.82.118.181,1
0.65.16.210,1
143.110.128.184,1
0.65.10.180,1
0.25.21.159,3
0.65.116.236,1
0.65.15.23,2
0.65.41.164,1
0.65.11.24,1
0.65.2.213,1
0.19.158.254,2
0.65.19.65,1
0.65.8.85,2
0.65.91.213,1
0.65.26.153,1
0.65.20.66,1
0.65.31.242,2
0.65.26.188,1
0.65.33.228,1
0.64.81.3,3
184.71.31.58,1
0.65.136.5,2
0.65.83.19,1
0.65.12.231,3
0.65.16.27,1
0.19.95.30,1
0.65.30.202,1
0.65.30.14,1
0.36.68.197,5
0.25.241.194,12
0.65.14.158,1
81.30.79.216,1
0.82.135.126,2
0.65.24.230,1
0.18.232.217,2
0.81.193.114,1
0.65.22.145,1
0.65.40.15,1
0.60.10.74,2
0.22.191.88,2
0.65.34.54,1
0.65.16.82,1
0.65.26.172,1
0.10.91.103,1025
0.65.22.200,1
0.65.22.221,1
0.65.22.98,1
0.82.141.240,1
0.65.38.222,1
0.65.26.19,2
176.9.144.83,2
0.81.147.70,4
0.65.42.162,1
0.65.23.233,2
0.25.86.103,2
0.81.204.154,1
0.81.208.131,1
0.65.32.88,1
0.65.29.204,1
0.27.113.75,7
0.65.122.16,1
0.65.56.179,1
0.65.35.216,1
0.63.125.176,5
0.65.57.177,1
0.60.179.58,2
0.65.40.139,1
0.65.35.235,1
0.8.150.76,4
0.65.59.26,1
0.65.47.233,1
0.63.119.16,1
0.65.46.221,1
0.81.220.38,1
0.65.46.30,1
0.81.238.157,1
0.65.40.115,3
0.65.48.101,2
0.65.59.182,1
0.65.71.22,1
0.65.60.241,1
0.81.243.254,8
0.65.57.95,3
0.65.48.102,1
0.65.124.124,1
0.65.47.116,1
0.65.39.85,1
0.81.226.149,3
0.81.226.111,1
0.65.56.146,1
0.65.43.224,1
0.49.179.166,1
0.65.55.166,2
0.27.228.159,13
0.65.51.159,1
0.65.46.119,1
0.65.62.168,1
0.65.52.179,1
0.65.59.226,1
0.81.244.27,1
0.65.52.126,5
0.65.46.52,1
0.82.181.40,1
0.65.49.65,1
0.65.70.36,1
0.65.119.25,1
0.13.20.42,10
0.65.65.201,1
0.27.162.92,422
0.65.51.75,3
0.65.124.86,1
0.65.48.71,1
61.8.222.47,1
0.65.151.177,1
0.65.71.104,1
0.10.26.4,7
0.65.50.202,1
0.65.178.35,1
0.65.67.221,1
0.82.191.127,1
49.205.72.130,1
0.65.153.207,1
0.82.1.115,2
0.65.65.7,1
0.65.86.76,1
0.65.69.37,2
0.65.147.206,1
0.65.74.45,2
0.65.64.145,1
0.81.252.32,1
0.65.93.19,1
0.65.77.198,1
0.65.62.251,1
0.65.75.63,1
0.65.71.50,1
0.65.62.224,2
0.65.67.17,3
0.53.13.239,2
103.125.218.184,1
0.82.84.215,1
0.9.165.99,7
0.51.2.155,1
0.65.85.123,1
0.81.254.148,1
83.68.253.130,1
0.65.67.25,1
162.144.18.182,7
0.65.84.50,1
0.82.6.252,1
0.39.14.98,2
216.248.93.182,1
50.229.4.122,1
0.65.83.60,1
0.65.93.169,1
0.80.18.98,3
0.65.87.73,1
83.98.164.12,2
0.65.80.141,3
0.65.78.105,1
0.65.74.103,1
0.61.194.38,3
0.65.83.17,1
0.65.95.237,2
0.82.221.141,1
0.82.218.207,1
0.65.91.134,1
0.65.192.96,1
0.65.90.159,3
0.65.90.17,3
0.65.86.131,1
0.65.81.123,1
0.65.96.184,1
0.65.92.228,1
0.80.231.30,12
0.65.84.175,1
0.65.245.63,1
193.109.79.133,1
0.65.153.138,1
0.64.47.180,1
0.25.7.185,3
0.26.97.252,2
0.10.199.227,2
0.65.87.101,1
0.65.106.98,1
47.52.199.61,1
0.65.114.114,1
0.65.91.11,3
0.82.230.145,2
0.65.102.67,1
0.65.108.233,1
133.203.120.11,1
0.82.113.129,1
0.82.26.64,1
0.82.28.28,1
0.65.91.226,1
0.65.201.179,1
0.65.118.144,1
0.82.236.160,1
0.82.239.104,1
0.82.36.92,1
0.82.32.123,1
0.65.106.132,1
0.65.102.135,1
0.65.144.70,1
0.65.93.254,1
0.65.122.197,1
0.65.108.209,3
0.65.95.245,1
0.65.120.167,1
0.82.243.30,1
0.65.98.246,3
0.65.149.227,1
0.65.105.46,1
0.65.101.46,1
0.65.116.163,1
0.65.101.218,1
0.65.99.142,1
206.230.61.84,1
0.65.108.47,2
0.65.137.38,1
0.65.211.252,1
0.65.106.45,1
0.65.204.62,1
0.43.233.70,3
0.82.255.174,1
0.65.120.157,1
0.82.97.70,1
0.65.118.219,2
0.66.5.152,1
147.182.137.4,1
0.65.122.28,1
0.65.121.183,1
0.82.56.8,1
0.65.122.176,1
0.65.125.53,1
0.65.125.114,1
0.65.125.210,1
0.65.126.32,1
0.65.126.102,1
0.66.95.240,1
0.65.126.18,1
0.65.126.2,1
0.65.121.245,3
0.65.197.111,1
0.81.74.210,39
0.82.69.196,1
0.65.213.72,1
103.5.141.21,1
0.65.129.183,1
0.65.122.177,1
0.65.140.195,1
0.65.119.218,1
0.31.54.148,2
0.65.135.206,1
0.65.156.191,1
0.65.126.195,1
0.65.136.8,1
0.65.126.156,1
0.65.253.186,1
210.115.222.213,1
0.65.134.99,2
0.82.76.154,1
0.65.135.182,1
0.65.140.247,1
0.65.138.6,1
0.12.39.124,21
0.80.97.118,1
0.65.144.68,1
0.65.201.153,1
0.82.83.85,1
0.65.143.208,1
0.65.141.159,1
0.65.157.111,1
95.215.81.28,2
0.34.244.162,1
0.83.31.84,2
0.82.88.246,1
0.83.29.203,1
0.82.85.252,2
0.65.159.177,1
0.65.253.91,1
0.65.144.219,7
0.65.145.238,1
0.65.150.200,1
0.82.87.117,1
0.65.147.168,1
0.82.92.220,1
0.65.151.18,1
0.65.148.196,4
0.83.43.165,1
0.65.151.126,1
0.65.174.127,1
0.65.245.168,1
0.65.232.209,1
0.65.149.212,2
0.82.125.235,1
0.65.156.35,7
192.168.1.81,1
0.83.49.203,1
185.55.227.8,2
0.65.189.222,1
0.65.151.59,1
0.65.151.138,1
162.241.217.228,7
0.82.138.208,1
0.83.54.242,1
0.65.199.55,3
0.65.168.118,2
0.65.169.106,1
0.11.202.101,2
0.66.7.230,1
0.65.167.123,1
0.65.173.7,1
0.65.168.61,1
0.23.39.62,1
0.65.157.199,2
0.82.116.91,1
0.81.228.43,10
0.65.160.52,1
0.48.191.4,2
0.45.136.199,6
0.65.169.233,1
0.65.160.226,1
0.65.237.224,1
0.65.171.143,1
0.65.165.106,2
0.65.174.137,1
0.65.176.51,1
0.27.188.185,11
0.65.168.54,2
0.65.179.95,1
0.65.167.28,1
0.65.16.153,2
0.21.72.69,11
0.80.16.247,20
0.65.179.197,2
0.65.169.154,1
0.65.184.202,1
0.65.175.123,2
0.65.181.85,1
0.65.170.64,1
0.65.176.30,1
0.65.171.34,2
146.112.38.160,13
146.112.38.119,13
146.112.248.220,13
146.112.38.163,13
146.112.38.167,13
146.112.38.249,13
0.66.28.166,1
0.65.216.222,1
188.166.80.201,1
0.65.174.189,1
0.65.190.46,1
0.65.178.89,1
0.65.177.48,1
0.65.177.207,2
0.65.182.217,9
0.65.190.61,1
0.65.187.18,1
0.65.218.240,1
0.65.180.64,4
0.82.141.87,1
0.65.186.44,1
0.66.7.16,1
0.64.208.53,1
0.65.194.178,1
0.65.191.198,4
0.65.197.102,1
0.65.214.120,1
0.65.194.46,1
210.217.188.163,1
0.65.209.97,1
0.82.166.133,1
0.83.98.96,1
0.82.165.139,1
0.65.198.136,1
0.65.200.78,1
0.66.33.59,1
0.65.196.105,1
0.65.188.243,1
0.65.188.193,1
43.128.45.46,1
0.65.194.69,1
0.65.203.151,1
0.66.39.208,1
0.65.193.236,2
0.65.191.242,1
0.65.205.92,1
0.82.158.71,1
0.32.114.49,8
0.83.109.106,1
0.66.45.229,1
0.65.211.170,1
0.65.197.47,1
0.65.208.233,1
0.65.239.116,1
0.29.184.78,2
0.66.28.84,1
0.23.26.251,1
0.83.113.27,1
0.65.26.241,3
0.65.200.221,2
0.65.208.103,2
0.65.208.136,1
0.65.202.11,4
0.66.32.4,1
0.65.201.54,1
0.65.217.174,1
0.66.30.192,1
0.83.121.216,1
0.54.68.184,2
0.83.122.86,1
0.83.121.252,1
0.83.123.53,1
0.65.215.175,1
0.65.204.170,3
0.65.213.214,2
0.65.215.232,2
0.65.208.29,2
0.83.126.20,1
0.58.164.111,5
0.65.227.147,1
0.65.204.253,1
0.65.231.145,1
0.65.213.70,3
0.80.209.128,14
0.65.223.179,1
0.66.43.114,1
0.65.200.93,2
0.65.217.37,1
0.83.100.109,1
0.65.223.77,1
0.65.223.33,1
0.82.187.232,1
0.82.180.219,1
0.82.187.49,1
0.65.212.94,1
0.60.46.38,2
0.46.167.170,2
0.65.239.167,1
0.82.184.143,1
0.66.32.22,1
98.26.249.149,1
0.83.139.71,1
0.65.229.120,2
0.82.197.244,1
0.82.202.185,1
0.65.232.125,1
0.65.247.68,1
0.19.163.152,5
0.65.223.114,1
0.83.141.2,2
0.82.189.122,1
0.65.234.51,1
0.32.33.167,38
0.65.226.234,3
0.66.52.200,1
0.66.44.169,3
0.82.196.230,1
0.65.224.47,1
0.65.236.94,1
0.82.209.158,1
0.66.3.191,1
0.66.7.179,1
0.65.246.15,1
0.9.186.83,2
0.66.60.23,1
0.65.233.175,1
0.58.117.144,2
0.65.252.204,1
0.65.240.64,1
0.65.241.24,1
0.65.242.51,1
0.65.242.128,1
0.65.243.127,1
0.82.211.64,1
0.65.243.13,1
0.65.242.155,1
0.65.248.124,1
0.65.235.122,2
0.65.239.176,1
216.141.124.46,1
0.65.227.58,1
0.63.222.183,1
0.65.230.18,1
0.65.237.128,3
0.14.205.209,3
0.65.230.227,1
0.66.16.58,1
0.65.233.130,1
0.65.245.49,1
0.66.6.124,1
0.65.243.151,1
0.82.230.183,1
0.65.247.168,1
96.99.225.5,2
0.66.72.158,1
0.83.171.173,1
0.66.118.76,1
0.66.53.192,1
0.66.10.154,1
0.66.18.247,1
0.68.148.177,2
0.65.249.211,1
0.66.29.201,1
0.65.248.52,1
0.82.238.25,1
0.82.227.184,1
0.65.251.134,1
0.65.246.94,2
0.64.236.33,1
0.66.7.220,1
34.134.13.189,2
0.65.247.8,1
0.65.255.213,1
0.23.142.110,3
0.65.241.133,1
0.66.1.148,1
0.65.248.225,1
0.65.251.123,1
0.66.70.147,1
0.65.253.230,1
0.65.245.123,3
0.65.252.1,1
0.66.4.191,1
0.66.6.41,1
0.38.175.158,2
0.66.5.65,1
0.79.159.7,4
0.65.253.231,1
0.66.15.16,1
0.66.5.119,1
0.55.141.3,4
0.66.8.240,1
0.65.248.29,1
0.65.252.2,1
0.66.6.56,1
0.66.9.66,1
0.66.7.225,4
0.52.56.52,3
0.83.193.92,1
0.83.120.43,15
0.66.1.63,4
0.66.6.175,1
0.66.11.137,2
0.36.78.105,5
0.83.199.71,1
0.66.5.57,5
0.66.102.194,1
0.82.245.191,1
0.66.8.51,1
0.14.133.199,1
0.66.15.92,1
0.66.32.108,1
0.66.29.57,1
189.169.136.133,1
0.66.20.215,1
0.66.13.99,3
0.83.208.185,1
0.66.10.188,2
0.66.10.229,2
0.28.39.150,2
0.66.48.8,1
0.66.18.238,1
0.66.20.211,1
0.33.253.181,1
0.66.14.196,2
0.83.94.143,1
0.66.19.102,354
0.83.6.40,1
0.66.17.94,4
0.66.30.197,1
0.83.10.82,14
0.66.27.72,2
0.83.65.193,1
